hash	info_freq	info_long	info_complex	info_deal_complex	id	part	confidence	answer	correct	correctValue	time
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	974	sim	4	b	b	cos(x + 1.57) + 1/(8*x + 2)	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	360	sim	1	c	b	-0.11	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	432	sim	1	c	c	8.0	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	631	sim	2	c	d	1258.77	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	322	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	353	dec	4	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	676	dec	4	c	c	The function is zero at some point	349499
ac30fae1540d7a1bb0a7c5f1c487828a	1	4	2	2	172	dec	4	d	d	The function is defined on the whole interval	349499
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	362	sim	4	a	a	600.0	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	944	sim	4	d	d	(5*cos(3.14*x) + 2)^0.5	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	980	sim	4	c	c	8*(-sin(x - 1.57))^0.5	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	639	sim	4	b	b	97.21	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	157	dec	4	b	b	The function is defined on the whole interval	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	658	dec	4	d	d	The function is defined on the whole interval	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	392	dec	4	d	d	The function is defined on the whole interval	723309
bcf31ce5e60c47474fb49b842081686f	3	4	3	3	553	dec	4	d	d	The function is defined on the whole interval	723309
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	99	sim	3	d	d	40.0	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	150	sim	2	c	c	-8190.0	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	891	sim	3	c	b	sin(x - 3.14)^0.5	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	642	sim	2	a	a	-251.14	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	349	dec	3	d	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	82	dec	3	d	d	The function is never zero	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	385	dec	3	a	a	The function is never negative	638516
c9cac91ed2fa2ace69d28d8d3d45ac1b	2	4	1	3	243	dec	3	c	c	The function is never zero	638516
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	897	sim	4	a	a	(cos(1.57*x) + 5)^0.5	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	694	sim	4	a	a	-4.14	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	990	sim	4	b	b	cos(3.14*x) + 7	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	403	sim	4	d	d	881.6	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	172	dec	4	d	d	The function is defined on the whole interval	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	524	dec	3	a	a	The function is zero at some point	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	456	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	1258382
b6d366157a2f172f1d11c754818bbfdd	3	4	2	2	787	dec	3	d	d	The function is negative at some point	1258382
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	221	sim	4	b	b	-3.98	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	909	sim	4	d	d	sin(3.14*x) + 7	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	393	sim	4	d	d	1.99	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	858	sim	3	a	a	4*x - cos(x - 1.57) - cos(x + 1.57) + 8	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	503	dec	4	b	b	The function is defined on the whole interval	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	812	dec	3	d	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	666	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	410956
132d79ae744e334d0f7cbc03504ff974	3	3	2	3	13	dec	4	d	d	The function is defined on the whole interval	410956
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	817	sim	4	d	d	5/sin(x + 3.14)	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	312	sim	3	a	b	-0.11	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	467	sim	4	b	b	2.45	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	488	sim	4	b	b	26.22	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	356	dec	2	c	b	The function is zero at some point	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	494	dec	4	c	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	408	dec	4	b	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	369605
efe460f995435a2684e0ad5c4cc9589c	3	4	2	2	576	dec	4	b	b	The function is never zero	369605
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	358	sim	4	a	a	13.0	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	52	sim	3	c	a	38.08	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	466	sim	4	a	a	26.0	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	944	sim	3	d	d	(5*cos(3.14*x) + 2)^0.5	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	714	dec	3	b	b	The function is never zero	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	17	dec	4	a	a	The function is never negative	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	154	dec	4	c	c	The function is defined on the whole interval	10874982
e9eff3c959794e7f8f0fb82fbd606564	3	4	2	2	881	dec	4	c	c	The function is defined on the whole interval	10874982
0904a5dded7d55f754215457463b6906	3	3	1	2	917	sim	4	b	b	x + 8	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	328	sim	4	a	a	3.0	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	914	sim	3	c	c	(sin(3.14*x) + 3)^0.5	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	678	sim	3	d	d	-2.95	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	690	dec	3	c	c	The function is negative at some point	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	568	dec	2	a	c	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	926	dec	3	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	650715
0904a5dded7d55f754215457463b6906	3	3	1	2	315	dec	3	a	a	The function is never zero	650715
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	8	sim	4	b	a	4.05	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	782	sim	4	c	c	8*cos(x + 3.14)	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	913	sim	4	d	d	sin(x - 3.14)	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	488	sim	4	b	b	26.22	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	271	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	685	dec	4	c	c	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	518	dec	3	b	b	The function is defined on the whole interval	747449
a8e4eada480d9056da90a7b6517b8ea6	3	4	3	3	34	dec	4	d	d	The function is defined on the whole interval	747449
8253608215385758370f184456244589	2	4	2	2	983	sim	4	c	c	x^0.5*sin(x + 3.14)	726786
8253608215385758370f184456244589	2	4	2	2	905	sim	4	d	d	7*cos(1.57*x) + 6	726786
8253608215385758370f184456244589	2	4	2	2	275	sim	3	d	a	-890.91	726786
8253608215385758370f184456244589	2	4	2	2	73	sim	2	b	c	30.27	726786
8253608215385758370f184456244589	2	4	2	2	588	dec	4	a	a	The function is never negative	726786
8253608215385758370f184456244589	2	4	2	2	901	dec	3	a	c	The function is never negative	726786
8253608215385758370f184456244589	2	4	2	2	237	dec	4	d	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	726786
8253608215385758370f184456244589	2	4	2	2	167	dec	3	b	b	The function is zero at some point	726786
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	650	sim	4	b	b	1.0	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	911	sim	4	a	a	cos(3.14*x) + 1	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	219	sim	4	a	a	-2.65	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	274	sim	4	c	c	94.1	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	718	dec	3	a	c	The function is defined on the whole interval	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	878	dec	3	b	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	398	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	490897
fae5bb1a0c48de7b592fdce380050774	3	2	2	3	313	dec	3	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	490897
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	981	sim	3	b	b	0^(sin(x + 1.57) + 6) + cos(x - 1.57)	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	427	sim	3	a	a	5.03	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	755	sim	4	c	c	1.0	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	798	sim	4	d	d	4*(-x)^0.5*cos(x - 1.57)	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	579	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	232	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	520	dec	3	c	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	460172
fa1e480d30dd1f144f4d06a5b1d7a585	3	4	2	3	17	dec	4	a	a	The function is never negative	460172
8c9756c194d996bbc981115a62355376	2	3	2	2	121	sim	3	d	d	2.03	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	598	sim	3	b	d	-9524.0	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	419	sim	3	b	c	1.18	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	571	sim	1	a	a	585.0	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	749	dec	3	d	a	The function is never zero	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	946	dec	3	d	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	558	dec	3	b	a	The function is defined on the whole interval	470318
8c9756c194d996bbc981115a62355376	2	3	2	2	117	dec	3	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	470318
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	725	sim	2	a	b	2.0	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	973	sim	3	b	b	x - sin(3.14*x) + 4	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	980	sim	4	a	c	8*(-sin(x - 1.57))^0.5	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	912	sim	2	c	c	cos(1.57*x)/sin(3.14*x)	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	528	dec	4	d	d	The function is defined on the whole interval	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	415	dec	4	c	c	The function is never zero	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	473	dec	4	a	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	519410
46b3098c7a26552e67f2c8f183d97b96	1	4	2	2	469	dec	4	b	b	The function is defined on the whole interval	519410
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	626	sim	4	d	d	6.88	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	380	sim	4	a	a	25.01	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	461	sim	4	b	d	-4.43	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	324	sim	3	a	a	0.02	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	285	dec	4	a	a	The function is never negative	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	716	dec	4	a	a	The function is negative at some point	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	618	dec	4	a	a	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	463624
07098ecdeabfe2929a426470cc2f9328	3	4	3	3	975	dec	4	d	d	The function is never negative	463624
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	485	sim	4	a	a	-3.0	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	850	sim	3	d	c	(-x + cos(x - 1.57) + 5)^0.5	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	696	sim	2	b	b	1.13	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	429	sim	4	a	a	1.0	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	496	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	849	dec	4	a	a	The function is defined on the whole interval	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	445	dec	4	b	b	The function is defined on the whole interval	719650
22cf45a556a50c7f5b9656f5c21ea121	3	4	3	2	809	dec	3	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	719650
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	387	sim	3	a	a	-512.33	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	34	sim	3	b	b	1310.01	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	562	sim	3	d	d	1.73	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	735	sim	3	a	a	2.47	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	473	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	194	dec	3	a	a	The function is defined on the whole interval	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	26	dec	3	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	1500959
3a9144c0ac9db613cefb7f7a7076a014	3	4	3	3	830	dec	4	c	c	The function is never zero	1500959
363af567ccd8a1574191c747bfa14f75	2	4	2	2	550	sim	1	a	c	1.07	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	591	sim	4	d	a	5.69	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	351	sim	2	b	d	3.49	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	903	sim	2	a	c	2*3^(x^0.5) + 7	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	689	dec	2	b	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	738	dec	3	c	b	The function is never negative	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	420	dec	1	b	d	The function is negative at some point	381556
363af567ccd8a1574191c747bfa14f75	2	4	2	2	443	dec	2	b	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	381556
2279cd939507e322afa4c34889829827	3	1	1	2	287	sim	3	c	d	268.0	280434
2279cd939507e322afa4c34889829827	3	1	1	2	258	sim	4	d	d	6.0	280434
2279cd939507e322afa4c34889829827	3	1	1	2	243	sim	2	b	a	2.87	280434
2279cd939507e322afa4c34889829827	3	1	1	2	254	sim	2	d	c	5^(-sin(3.14*x))	280434
2279cd939507e322afa4c34889829827	3	1	1	2	640	dec	4	c	c	The function is never zero	280434
2279cd939507e322afa4c34889829827	3	1	1	2	871	dec	3	c	c	The function is negative at some point	280434
2279cd939507e322afa4c34889829827	3	1	1	2	235	dec	4	b	a	The function is never zero	280434
2279cd939507e322afa4c34889829827	3	1	1	2	978	dec	3	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	280434
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	186	sim	4	d	d	8*x^0.5	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	164	sim	4	b	b	6.29	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	556	sim	2	d	b	-1.81	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	728	sim	4	b	b	165.0	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	811	dec	2	c	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	620	dec	1	b	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	778	dec	1	b	a	The function is negative at some point	319285
ff8c13f295439b1e1ce2ae0441b1d8d1	2	4	3	2	841	dec	1	b	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	319285
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	734	sim	4	c	c	-4.0	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	711	sim	3	a	a	6.0	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	599	sim	4	b	b	1.0	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	312	sim	3	b	b	-0.11	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	80	dec	2	a	c	The function is negative at some point	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	204	dec	2	a	a	The function is negative at some point	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	540	dec	2	d	d	The function is never zero	919894
38423803c6f3d4cb7d6fa2833f47ae83	3	4	3	3	150	dec	2	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	919894
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	86	sim	4	d	d	6556.0	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	101	sim	4	d	d	0.19	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	657	sim	4	a	a	-1.0	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	98	sim	4	c	c	12.96	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	663	dec	4	b	b	The function is defined on the whole interval	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	520	dec	4	b	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	820	dec	4	c	c	The function is never negative	411112
6e759ce6b6134eaa693e11d4945fafc3	3	4	3	3	628	dec	4	b	b	The function is never zero	411112
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	219	sim	3	a	a	-2.65	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	685	sim	4	b	b	12.0	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	310	sim	3	d	d	5.74	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	997	sim	3	a	c	sin(3.14*x)/cos(3.14*x)	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	883	dec	3	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	51	dec	4	b	b	The function is never negative	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	487	dec	3	d	d	The function is never zero	498930
62dac03e85a6d23a1a5c16378fe1fdd9	3	4	3	3	188	dec	2	d	a	The function is defined on the whole interval	498930
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	346	sim	4	d	d	-261.0	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	786	sim	4	c	c	-x + 9	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	111	sim	4	b	b	41.0	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	192	sim	4	a	a	7.5	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	872	dec	4	b	b	The function is defined on the whole interval	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	158	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	459	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	351274
eb0e054971ccb5b8a0556dc8b05a2edc	3	4	2	3	470	dec	4	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	351274
06ffbfd34c26af4e676e5fee9208e903	3	4	3	3	908	sim	3	a	a	-sin(x - 1.57)*cos(3.14*x)	827323
06ffbfd34c26af4e676e5fee9208e903	3	4	3	3	656	sim	4	a	a	3.6	827323
06ffbfd34c26af4e676e5fee9208e903	3	4	3	3	616	sim	4	a	a	1.0	827323
06ffbfd34c26af4e676e5fee9208e903	3	4	3	3	874	sim	4	c	c	x	827323
06ffbfd34c26af4e676e5fee9208e903	3	4	3	3	571	dec	4	c	c	The function is never negative	827323
